id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,yr_new
13979,20150223T000000,335000,3,2.5,1150,683,2,0,0,3,7,1150,0,2013,0,98027,47.5323,-122.071,1150,755,2013
13980,20150421T000000,2250000,5,5.25,3410,8118,2,0,0,3,11,3410,0,2006,0,98039,47.6295,-122.236,3410,16236,2006
13981,20150420T000000,667000,3,1.75,1370,1921,3,0,0,3,8,1370,0,2007,0,98103,47.6595,-122.351,1370,4000,2007
13982,20150312T000000,920000,4,2.5,3540,7009,2,0,0,3,9,3540,0,2007,0,98033,47.6749,-122.176,2150,10290,2007
13983,20140511T000000,368000,3,2.5,1370,1350,2,0,0,3,7,1010,360,2007,0,98136,47.5534,-122.382,1450,6000,2007
13984,20150113T000000,594491,4,2.5,2990,6037,2,0,0,3,9,2990,0,2013,0,98045,47.4766,-121.735,2990,5992,2013
13985,20141211T000000,399950,3,3,1860,2875,2,0,0,3,8,1710,150,2009,0,98126,47.5511,-122.373,1350,4830,2009
13986,20141014T000000,329900,2,2.5,980,1021,3,0,0,3,8,980,0,2008,0,98117,47.6844,-122.387,980,1023,2008
13987,20141222T000000,436000,3,2.5,1150,1193,2,0,0,3,8,1020,130,2006,0,98107,47.6684,-122.365,1450,1640,2006
13988,20140716T000000,320000,3,2.5,1820,1855,2,0,0,3,8,1570,250,2008,0,98166,47.4643,-122.346,1470,6900,2008
13989,20140926T000000,375000,3,2.5,1580,3825,2,0,0,3,8,1580,0,2011,0,98126,47.5458,-122.369,1380,1500,2011
13990,20150324T000000,392137,3,2,1460,3696,2,0,0,3,7,1460,0,2010,0,98053,47.6861,-122.013,1720,3631,2010
13991,20141016T000000,535000,5,2.75,2620,6389,2,0,0,3,9,2620,0,2007,0,98028,47.77,-122.236,2620,4504,2007
13992,20140811T000000,290000,2,1.5,1076,1060,3,0,0,3,7,1076,0,2006,0,98125,47.7167,-122.298,1076,1060,2006
13993,20140703T000000,439990,3,2.5,1930,1348,2,0,0,3,8,1300,630,2005,0,98199,47.6513,-122.384,1630,6000,2005
13994,20140717T000000,635000,4,2.25,2240,5000,2,0,0,3,8,2240,0,2013,0,98074,47.6212,-122.058,1760,7500,2013
13995,20150429T000000,351000,3,2.5,2594,4455,2,0,0,3,8,2594,0,2012,0,98001,47.3054,-122.276,2981,4950,2012
13996,20140822T000000,437500,2,1.5,1210,1232,3,0,0,3,8,1210,0,2007,0,98107,47.6712,-122.39,1330,1174,2007
13997,20140530T000000,919204,4,3.5,3760,5000,2,0,0,3,9,2860,900,2014,0,98117,47.6826,-122.394,1340,5000,2014
13998,20140908T000000,923990,4,2.5,3600,6055,2,0,0,3,9,3600,0,2014,0,98052,47.7053,-122.126,3590,6050,2014
13999,20140624T000000,639888,4,2.5,2050,2772,2,0,0,3,8,2050,0,2012,0,98029,47.5421,-122.011,2050,2934,2012
14000,20150114T000000,675000,3,3.25,1510,2064,2,0,0,3,8,1220,290,2008,0,98109,47.6398,-122.345,1670,2594,2008
14001,20140610T000000,899900,4,2.5,2580,3909,2,0,0,3,8,2580,0,2013,0,98033,47.6852,-122.21,1820,5772,2013
14002,20150130T000000,252000,3,2.5,1670,4020,2,0,0,3,7,1670,0,2009,0,98118,47.53,-122.268,1670,4020,2009
14003,20141029T000000,552000,3,2.5,1280,1920,3,0,0,3,8,1280,0,2009,0,98105,47.6621,-122.324,1450,1900,2009
14004,20140922T000000,254950,3,2.5,1794,4769,2,0,0,3,7,1794,0,2005,0,98001,47.3052,-122.283,3557,4807,2005
14005,20141208T000000,1237500,4,4.5,5120,41327,2,0,0,3,10,3290,1830,2008,0,98053,47.7009,-122.059,3360,82764,2008
14006,20150303T000000,734000,4,2.5,2180,7204,2,0,0,3,8,2180,0,2014,0,98133,47.7221,-122.352,1500,7650,2014
14007,20140618T000000,309000,3,2.25,1490,1294,2,0,0,3,7,1220,270,2010,0,98106,47.5569,-122.363,1490,1283,2010
14008,20140703T000000,554950,3,2.5,2950,10254,2,0,0,3,9,2950,0,2006,0,98059,47.4888,-122.14,2800,9323,2006
14009,20150506T000000,785000,3,2.75,2990,207781,2,0,0,3,9,2990,0,2000,0,98014,47.662,-121.944,2590,218671,2000
14010,20140811T000000,1010000,4,3.5,3130,5000,3,0,0,3,10,3130,0,2014,0,98116,47.5656,-122.403,1950,5152,2014
14011,20140603T000000,309000,5,2.75,2481,4045,2,0,0,3,8,2481,0,2014,0,98001,47.2602,-122.284,2363,4175,2014
14012,20140623T000000,345000,3,1.5,1420,1192,2,0,0,3,8,1140,280,2008,0,98144,47.5881,-122.304,1340,1213,2008
14013,20140502T000000,385000,3,3.25,1320,1327,2,0,0,3,8,1040,280,2008,0,98199,47.6506,-122.383,1440,1263,2008
14014,20150114T000000,248000,3,2.5,1870,4046,2,0,0,3,7,1870,0,2007,0,98042,47.342,-122.059,2130,4800,2007
14015,20140801T000000,379000,4,2.5,2260,5824,2,0,0,3,8,2260,0,2011,0,98038,47.3496,-122.042,2240,5561,2011
14016,20150304T000000,2945000,5,4.5,4340,5722,3,0,4,3,10,4340,0,2010,0,98107,47.6715,-122.406,1770,5250,2010
14017,20140926T000000,395000,2,2.25,1620,1841,2,0,0,3,8,1540,80,2004,0,98029,47.5483,-122.004,1530,1831,2004
14018,20141022T000000,970000,5,3.5,3400,9804,2,0,0,3,9,2550,850,2008,0,98118,47.543,-122.266,2380,7440,2008
14019,20150201T000000,205000,2,1.5,830,1020,2,0,0,3,7,830,0,2006,0,98106,47.5604,-122.363,830,1379,2006
14020,20141015T000000,310000,4,2.5,2310,7384,2,0,0,3,8,2310,0,2010,0,98042,47.3737,-122.165,2310,7800,2010
14021,20140702T000000,334500,2,1.5,830,1858,2,0,0,3,7,830,0,2005,0,98144,47.5828,-122.314,1480,3030,2005
14022,20140828T000000,995000,5,3.25,4130,7197,2,0,0,3,10,4130,0,2012,0,98074,47.6022,-122.06,3730,7202,2012
14023,20150401T000000,370228,4,3,2050,4000,2,0,0,3,8,2050,0,2014,0,98001,47.3525,-122.275,2050,4000,2014
14024,20150304T000000,383000,4,2.5,2050,4953,2,0,0,3,9,2050,0,2014,0,98038,47.3448,-122.024,2340,6175,2014
14025,20140718T000000,865000,5,2.5,3190,8160,2,0,0,3,9,3190,0,2014,0,98177,47.7246,-122.363,1650,8160,2014
14026,20140513T000000,502000,4,2.5,2040,5616,2,0,0,3,8,2040,0,2012,0,98028,47.7737,-122.238,2380,4737,2012
14027,20140912T000000,569995,4,2.5,2650,6875,2,0,0,3,8,2650,0,2014,0,98059,47.479,-122.124,2650,5831,2014
14028,20140519T000000,749950,4,2.5,3430,64441,2,0,0,3,8,3430,0,2013,0,98077,47.7694,-122.064,3580,64441,2013
14029,20141230T000000,550000,3,2.5,2430,5400,2,0,0,3,8,2430,0,2007,0,98074,47.6062,-122.057,2640,11990,2007
14030,20140513T000000,525000,3,3.5,2876,5086,2,0,0,3,8,2360,516,2007,0,98072,47.7511,-122.173,2390,4419,2007
14031,20140611T000000,516000,4,3.5,2550,8698,2,0,0,3,7,2550,0,2007,0,98065,47.5216,-121.869,2430,5519,2007
14032,20140805T000000,1350000,4,3.75,4100,61419,2,0,0,3,9,4100,0,2014,0,98029,47.5626,-122.005,2010,32362,2014
14033,20150428T000000,440000,4,2.5,2730,4526,2,0,0,3,7,2730,0,2009,0,98059,47.491,-122.153,2190,4572,2009
14034,20150414T000000,660000,3,2.5,1780,1729,2,0,0,3,8,1080,700,2008,0,98103,47.6594,-122.355,1780,1741,2008
14035,20140827T000000,551000,5,3.75,3090,4943,2,0,0,3,10,3090,0,2010,0,98058,47.4594,-122.133,3191,5561,2010
14036,20140604T000000,610000,4,3.5,2910,5260,2,0,0,3,9,2910,0,2012,0,98065,47.5168,-121.883,2910,5260,2012
14037,20140618T000000,536751,3,1.75,1930,6360,1,0,0,3,9,1930,0,2013,0,98065,47.5181,-121.885,2770,6373,2013
14038,20150426T000000,260000,3,2.25,1413,3403,2,0,0,3,8,1413,0,2009,0,98031,47.4196,-122.193,1763,3719,2009
14039,20150121T000000,1312000,3,3.25,4030,6300,2,0,0,3,10,3630,400,2006,0,98105,47.6664,-122.276,1660,6300,2006
14040,20150220T000000,429900,4,3.25,2880,5929,2.5,0,0,3,8,2880,0,2014,0,98023,47.2752,-122.349,2880,5846,2014
14041,20140820T000000,535000,4,2.75,2360,15100,1,0,0,3,8,2360,0,2014,0,98146,47.5117,-122.365,1440,13346,2014
14042,20150310T000000,602000,3,3.25,1460,1367,3,0,0,3,8,1460,0,2008,0,98103,47.6485,-122.334,1310,1191,2008
14043,20141208T000000,730000,4,2.75,3800,9606,2,0,0,3,9,3800,0,2008,0,98011,47.7368,-122.208,3400,9677,2008
14044,20150423T000000,300500,2,1.5,1190,801,3,0,0,3,8,1190,0,2010,0,98106,47.5212,-122.358,1190,810,2010
14045,20140516T000000,675000,5,2.5,3200,6455,2,0,0,3,9,3200,0,2009,0,98065,47.5446,-121.862,3290,7924,2009
14046,20140520T000000,415000,3,2.25,1970,2377,2,0,0,3,8,1680,290,2008,0,98108,47.5631,-122.297,1690,1936,2008
14047,20141117T000000,614000,3,2.5,2830,5831,2,0,0,3,9,2830,0,2010,0,98011,47.7744,-122.224,2830,6064,2010
14048,20141204T000000,385000,4,2.5,2630,5701,2,0,0,3,7,2630,0,2010,0,98042,47.375,-122.16,2770,5939,2010
14049,20140909T000000,1104500,4,4,3770,8899,2,0,0,3,10,2940,830,2006,0,98074,47.6476,-122.079,3300,8308,2006
14050,20141024T000000,775000,4,2.75,3500,6226,2,0,0,3,9,3500,0,2004,0,98053,47.6846,-122.045,3480,7222,2004
14051,20140806T000000,430760,5,2.75,2710,4685,2,0,0,3,8,2710,0,2014,0,98038,47.3555,-122.062,2710,4449,2014
14052,20140519T000000,640000,2,2.25,1540,958,3,0,0,3,9,1540,0,2007,0,98122,47.6179,-122.318,1410,958,2007
14053,20141017T000000,780000,4,3.5,3720,213073,1,0,2,3,10,3720,0,2007,0,98010,47.3216,-121.94,2190,59241,2007
14054,20150304T000000,550000,4,2.5,3148,9612,2,0,3,3,9,3148,0,2014,0,98198,47.3994,-122.311,3000,11475,2014
14055,20141008T000000,789500,4,3.25,3240,4852,2,0,0,3,9,3240,0,2010,0,98053,47.695,-122.022,3320,5318,2010
14056,20140710T000000,592000,5,3.5,3340,5000,2,0,0,3,8,2580,760,2012,0,98065,47.5168,-121.871,3420,5000,2012
14057,20150413T000000,475000,4,2.5,2500,4500,2,0,0,3,7,2500,0,2010,0,98059,47.4928,-122.149,2230,4500,2010
14058,20141229T000000,659000,2,1.75,1180,904,2,0,0,3,10,780,400,2014,0,98102,47.6396,-122.329,1380,3610,2014
14059,20141124T000000,570000,4,2.5,2890,5801,2,0,0,3,9,2890,0,2005,0,98028,47.7349,-122.238,2890,6286,2005
14060,20150402T000000,205000,4,2.5,1767,4500,2,0,0,3,8,1767,0,2006,0,98001,47.2607,-122.25,1949,4636,2006
14061,20140903T000000,380000,3,3.25,1450,1468,2,0,0,3,8,1100,350,2009,0,98126,47.5664,-122.37,1450,1478,2009
14062,20141003T000000,718000,5,2.75,2930,7663,2,0,0,3,9,2930,0,2013,0,98056,47.5308,-122.184,2750,10335,2013
14063,20140724T000000,515805,5,2.75,2710,4136,2,0,0,3,8,2710,0,2014,0,98059,47.4786,-122.123,2590,4136,2014
14064,20140814T000000,450000,4,2.5,2290,5515,2,0,0,3,8,2290,0,2006,0,98106,47.5518,-122.357,1380,5515,2006
14065,20150302T000000,204000,2,2.5,1090,13444,2,0,0,3,7,1090,0,2007,0,98198,47.4166,-122.319,1380,6000,2007
14066,20141203T000000,550000,3,2.25,1540,1005,3,0,0,3,8,1540,0,2008,0,98103,47.6827,-122.346,1510,1501,2008
14067,20140529T000000,650880,3,2.5,2930,6050,2,0,0,3,9,2930,0,2008,0,98065,47.5151,-121.883,2760,5765,2008
14068,20150225T000000,1789950,5,3.75,4360,8504,2,0,4,3,10,3530,830,2014,0,98033,47.6936,-122.19,2680,9000,2014
14069,20150508T000000,380000,3,2.25,1520,1464,2,0,0,3,8,1240,280,2010,0,98126,47.543,-122.375,1710,1464,2010
14070,20150504T000000,459000,3,3,2440,2076,2,0,0,3,8,1930,510,2006,0,98126,47.5476,-122.37,2440,2310,2006
14071,20150421T000000,550000,3,3.75,1580,1303,2,0,0,3,8,1340,240,2010,0,98144,47.5875,-122.315,1560,1294,2010
14072,20140725T000000,500000,3,2.25,1420,983,3,0,0,3,8,1420,0,2006,0,98103,47.6533,-122.346,1530,1280,2006
14073,20150327T000000,461500,5,3.25,2820,3275,2,0,0,3,8,2230,590,2006,0,98118,47.5339,-122.284,2610,3275,2006
14074,20140522T000000,2150000,4,5.5,5060,10320,2,0,0,3,11,5060,0,2008,0,98004,47.6245,-122.21,3010,10080,2008
14075,20140627T000000,735000,3,2.25,1490,1212,2,0,0,3,9,1040,450,2011,0,98112,47.6226,-122.313,1490,1337,2011
14076,20150330T000000,588000,4,2.5,3060,7710,2,0,0,3,9,3060,0,2009,0,98059,47.4828,-122.136,3040,7840,2009
14077,20150513T000000,724500,3,3.25,3240,4185,2,0,0,3,8,2770,470,2011,0,98075,47.5794,-122.03,2660,4692,2011
14078,20140709T000000,749000,3,2.75,2820,5348,2,0,0,3,9,2820,0,2008,0,98052,47.7073,-122.118,3140,5640,2008
14079,20140918T000000,720000,5,3.5,4140,7642,2,0,0,3,8,4140,0,2003,0,98075,47.591,-122.008,3330,6953,2003
14080,20140611T000000,250000,2,1.5,982,846,2,0,0,3,8,806,176,2006,0,98133,47.7034,-122.345,1010,3844,2006
14081,20150327T000000,790000,3,2.75,2460,3600,2,0,0,3,9,2460,0,2007,0,98029,47.5409,-121.994,2570,3600,2007
14082,20140725T000000,280000,4,2.25,1834,7460,2,0,0,3,8,1834,0,2012,0,98042,47.3568,-122.163,1979,9008,2012
14083,20141113T000000,1333000,4,4.5,3130,5126,3,0,0,3,10,2450,680,2014,0,98112,47.6239,-122.29,2540,7784,2014
14084,20141031T000000,457000,2,2.5,1380,1329,2,0,0,3,8,1050,330,2008,0,98117,47.6903,-122.37,1360,3750,2008
14085,20140823T000000,453000,3,3,2330,4284,2,0,0,3,9,1920,410,2004,0,98108,47.5547,-122.308,2330,3709,2004
14086,20140922T000000,329780,3,2.5,1730,3600,2,0,0,3,8,1730,0,2014,0,98146,47.5014,-122.34,2030,3600,2014
14087,20141112T000000,1050000,2,2.5,2350,2390,3,0,2,3,10,2000,350,2007,0,98144,47.5999,-122.286,1950,2390,2007
14088,20140725T000000,1300000,3,2.5,3350,7752,1,0,0,3,9,2180,1170,2009,0,98008,47.6263,-122.099,2570,7988,2009
14089,20150116T000000,278000,2,2.25,1610,1968,2,0,0,4,7,1610,0,1979,0,98056,47.5184,-122.196,1950,1968,1979
14090,20140702T000000,475000,4,2.75,2620,6178,2,0,0,3,8,2620,0,2013,0,98045,47.4823,-121.771,2790,6538,2013
14091,20150423T000000,1302000,4,3.5,3590,5334,2,0,2,3,9,3140,450,2006,0,98115,47.6763,-122.267,2100,6250,2006
14092,20140811T000000,778983,4,2.5,2490,5647,2,0,0,3,8,2490,0,2014,0,98052,47.7043,-122.114,2970,5450,2014
14093,20141022T000000,221000,3,2.5,1320,1780,2,0,0,3,7,880,440,2005,0,98118,47.528,-122.269,3040,6000,2005
14094,20140804T000000,834995,5,1.5,3360,5225,2,0,0,3,9,3360,0,2014,0,98074,47.6072,-122.053,3230,5368,2014
14095,20150501T000000,550000,4,2.5,3220,9328,2,0,0,3,8,3220,0,2006,0,98019,47.7273,-121.958,3020,9300,2006
14096,20141031T000000,575000,3,3.5,2514,1559,2,0,0,3,8,2024,490,2007,0,98034,47.7044,-122.209,2090,10454,2007
14097,20140923T000000,649000,4,2.75,3130,9711,2,0,0,3,9,3130,0,2014,0,98059,47.4823,-122.124,1570,10500,2014
14098,20140530T000000,545000,4,2.5,2720,4738,2,0,0,3,8,2720,0,2012,0,98065,47.515,-121.869,2590,5740,2012
14099,20141223T000000,1042000,4,4.5,4920,270236,2,0,3,3,10,3820,1100,2006,0,98045,47.4695,-121.775,4920,260924,2006
14100,20150317T000000,300000,3,2.5,1741,5701,2,0,0,3,8,1741,0,2012,0,98030,47.379,-122.184,2002,5700,2012
14101,20141229T000000,577000,3,2.5,2560,5238,2,0,0,3,8,2560,0,2001,0,98053,47.6887,-122.04,2560,5185,2001
14102,20140714T000000,650000,3,2.5,1910,4363,2,0,0,3,9,1910,0,2006,0,98029,47.5482,-121.996,1890,3732,2006
14103,20150328T000000,378000,2,1.5,980,853,2,0,0,3,7,820,160,2009,0,98144,47.5925,-122.295,1130,1270,2009
14104,20150205T000000,313200,3,2.5,1950,4197,2,0,0,3,7,1950,0,2013,0,98042,47.3613,-122.081,2300,4178,2013
14105,20140618T000000,415000,4,2.5,2020,5501,2,0,0,3,7,2020,0,2010,0,98059,47.4937,-122.15,2020,5494,2010
14106,20140528T000000,499950,4,2.5,2798,4473,2,0,0,3,9,2798,0,2012,0,98055,47.4295,-122.205,2358,4593,2012
14107,20150317T000000,216000,4,2.5,1847,8000,2,0,0,3,7,1847,0,2008,0,98001,47.2874,-122.257,1767,8000,2008
14108,20141104T000000,456500,4,2.5,2400,6811,2,0,0,3,8,2400,0,2007,0,98059,47.4959,-122.15,2710,5314,2007
14109,20141104T000000,382495,3,2.5,1760,5390,1,0,0,3,8,1760,0,2014,0,98038,47.3482,-122.042,2310,5117,2014
14110,20140811T000000,436472,4,2.5,2692,8392,2,0,0,3,9,2692,0,2014,0,98030,47.3519,-122.197,2574,14446,2014
14111,20140530T000000,365250,3,2.25,1490,4522,2,0,0,3,7,1490,0,2009,0,98028,47.7611,-122.233,1580,4667,2009
14112,20150324T000000,919990,5,3.25,3960,6352,2,0,0,3,10,3960,0,2014,0,98075,47.5806,-122.055,2930,9875,2014
14113,20150429T000000,316475,4,2.5,1740,4642,2,0,0,3,7,1740,0,2012,0,98042,47.3686,-122.117,1950,4642,2012
14114,20150324T000000,425000,4,2.5,1940,4517,1,0,0,3,8,1190,750,2010,0,98028,47.776,-122.26,1910,10410,2010
14115,20140722T000000,298000,3,2.5,1852,4000,2,0,0,3,7,1852,0,2014,0,98002,47.3455,-122.21,2166,4000,2014
14116,20140826T000000,3204000,4,4,4810,18851,2,0,3,3,11,4810,0,2007,0,98004,47.6364,-122.214,3970,19929,2007
14117,20141201T000000,950000,4,4,5635,9695,2,0,3,3,10,4360,1275,2011,0,98003,47.3389,-122.334,3726,9765,2011
14118,20141121T000000,333000,3,2.5,1520,3041,2,0,0,3,7,1520,0,2009,0,98059,47.4874,-122.152,1820,3229,2009
14119,20150305T000000,289950,3,2.5,2099,4275,2,0,0,3,7,2099,0,2010,0,98002,47.3521,-122.211,2099,4275,2010
14120,20140715T000000,306000,2,1.5,1090,1183,3,0,0,3,8,1090,0,2008,0,98103,47.6974,-122.349,1110,1384,2008
14121,20141129T000000,498445,4,2.5,3216,5902,2,0,0,3,9,3216,0,2014,0,98030,47.3425,-122.179,2815,4916,2014
14122,20140620T000000,775950,4,2.5,2970,4400,2,0,0,3,8,2970,0,2014,0,98052,47.705,-122.114,3010,4892,2014
14123,20140703T000000,605000,3,2.5,2610,6405,2,0,0,3,8,2610,0,2001,0,98065,47.5373,-121.874,2580,6285,2001
14124,20140909T000000,520000,2,1.75,1340,1368,2,0,0,3,7,1060,280,2006,0,98122,47.618,-122.311,2480,1707,2006
14125,20141028T000000,849990,4,2.75,3300,4987,2,0,0,3,9,3300,0,2014,0,98074,47.6175,-122.056,3520,5453,2014
14126,20140604T000000,767450,3,2,1630,7599,1,0,0,3,10,1630,0,2006,0,98117,47.6981,-122.376,2030,7599,2006
14127,20140808T000000,665000,3,2.25,1590,929,2,0,0,3,9,1060,530,2014,0,98122,47.6172,-122.31,1510,1193,2014
14128,20140918T000000,525000,2,2.75,1310,1268,3.5,0,0,3,8,1310,0,2007,0,98103,47.6534,-122.355,1350,1288,2007
14129,20140722T000000,870515,4,3.5,3600,5697,2,0,0,3,9,2940,660,2014,0,98075,47.5755,-122.071,3490,5911,2014
14130,20140721T000000,390000,4,2.5,2154,4153,2,0,0,3,9,2154,0,2012,0,98058,47.4557,-122.13,2154,4091,2012
14131,20150411T000000,500000,3,1.75,1530,825,3,0,0,3,8,1530,0,2015,0,98144,47.5929,-122.308,1580,1915,2015
14132,20140805T000000,399950,3,2.25,1360,1041,2,0,0,3,8,1094,266,2006,0,98117,47.6925,-122.375,1522,1382,2006
14133,20150209T000000,305000,3,2.5,1320,2480,2,0,0,3,7,1320,0,2005,0,98118,47.536,-122.284,1320,3240,2005
14134,20150123T000000,255000,4,2.5,1660,6724,2,0,0,3,7,1660,0,2009,0,98001,47.259,-122.256,1544,6054,2009
14135,20140930T000000,415000,4,2.5,2891,6499,2,0,0,3,9,2891,0,2014,0,98001,47.3359,-122.257,2550,8383,2014
14136,20140625T000000,425000,3,2.5,2320,2267,3,0,0,3,8,2320,0,2009,0,98177,47.7027,-122.359,1240,1883,2009
14137,20150217T000000,540000,4,2.5,2190,3855,2,0,0,3,8,2190,0,2010,0,98011,47.7705,-122.169,2190,3600,2010
14138,20140804T000000,324747,3,2.5,2060,4742,2,0,0,3,8,2060,0,2014,0,98038,47.3706,-122.017,2370,4725,2014
14139,20140811T000000,3000000,3,3.5,4410,10756,2,1,4,3,11,3430,980,2014,0,98056,47.5283,-122.205,3550,5634,2014
14140,20150225T000000,2350000,6,4.25,5550,11547,2,0,2,3,11,4270,1280,2014,0,98033,47.6547,-122.202,3480,11547,2014
14141,20140625T000000,309620,3,2.5,1860,3730,2,0,0,3,8,1860,0,2012,0,98019,47.7442,-121.984,2110,4509,2012
14142,20141202T000000,375000,3,2.25,1540,1561,3,0,0,3,8,1540,0,2010,0,98103,47.6991,-122.346,1540,1547,2010
14143,20140702T000000,309780,3,2.5,2242,4500,2,0,0,3,8,2242,0,2014,0,98092,47.2583,-122.198,2009,4500,2014
14144,20150312T000000,425000,3,2.5,1950,4345,2,0,0,3,7,1950,0,2007,0,98065,47.5202,-121.873,2260,4345,2007
14145,20150501T000000,405000,2,3,1160,1073,2,0,0,3,7,880,280,2007,0,98144,47.5788,-122.315,1250,4812,2007
14146,20140719T000000,356250,3,2.5,2060,5115,2,0,0,3,9,2060,0,2014,0,98092,47.3261,-122.163,2648,4500,2014
14147,20140505T000000,340000,2,1.5,1160,1438,2,0,0,3,7,1160,0,2001,0,98144,47.5917,-122.295,1220,1740,2001
14148,20150323T000000,1360000,4,3.5,4120,12626,2,0,1,3,11,3970,150,2014,0,98034,47.7089,-122.245,4120,11913,2014
14149,20140505T000000,830000,4,2.5,3400,9692,2,0,0,3,9,3400,0,2007,0,98052,47.708,-122.109,3070,7375,2007
14150,20140801T000000,1598000,5,3.75,4270,7500,2,0,0,3,10,3210,1060,2014,0,98033,47.6845,-122.207,2410,8350,2014
14151,20150507T000000,349950,3,2,1640,4714,1,0,0,3,8,1640,0,2009,0,98038,47.3539,-122.021,1770,4802,2009
14152,20140508T000000,785000,3,2.75,3010,1842,2,0,0,3,9,3010,0,2011,0,98075,47.5836,-121.994,2950,4200,2011
14153,20150416T000000,475000,2,2.25,1060,925,2,0,0,3,8,980,80,2006,0,98199,47.6386,-122.388,1020,4000,2006
14154,20140527T000000,263900,3,2.5,1658,2700,2,0,0,3,8,1658,0,2014,0,98198,47.3667,-122.307,1658,2700,2014
14155,20150501T000000,342000,3,2.5,1960,3540,2,0,0,3,8,1960,0,2012,0,98038,47.3568,-122.055,1840,3825,2012
14156,20140918T000000,367899,3,2.5,2420,4725,2,0,0,3,8,2420,0,2014,0,98038,47.371,-122.018,2370,4200,2014
14157,20150204T000000,657044,3,3.5,3420,23786,1.5,0,0,3,9,3420,0,2014,0,98059,47.4739,-122.11,1590,23774,2014
14158,20141113T000000,359950,2,1.5,893,965,2,0,0,3,8,893,0,2007,0,98122,47.6187,-122.301,1340,1436,2007
14159,20140723T000000,879950,4,2.75,3020,7203,2,0,0,3,9,3020,0,2014,0,98033,47.6948,-122.178,3010,7215,2014
14160,20140826T000000,550000,4,2.5,2470,5954,2,0,0,3,8,2470,0,2013,0,98028,47.7685,-122.236,2470,4800,2013
14161,20141209T000000,279000,4,2.5,2009,4800,2,0,0,3,8,2009,0,2012,0,98092,47.2586,-122.2,1798,4800,2012
14162,20140718T000000,255000,3,2.5,1530,1116,2.5,0,0,3,7,1530,0,2005,0,98028,47.7385,-122.25,1530,7780,2005
14163,20150224T000000,609500,3,1.75,1590,1113,3,0,0,3,8,1590,0,2014,0,98107,47.6691,-122.402,1520,1357,2014
14164,20140620T000000,420000,5,3,2630,3149,2,0,0,3,8,1670,960,2013,0,98056,47.5065,-122.171,2240,4825,2013
14165,20141008T000000,570000,4,2.5,3230,7187,2,0,0,3,9,3230,0,2008,0,98059,47.4995,-122.15,2950,6537,2008
14166,20150512T000000,439000,3,2.25,1430,2343,2,0,0,3,8,1430,0,2012,0,98108,47.5648,-122.294,1270,1916,2012
14167,20141128T000000,399950,3,2.5,1230,922,2,0,0,3,8,1080,150,2009,0,98199,47.6518,-122.384,1230,1237,2009
14168,20150407T000000,1800000,4,3.5,3480,4000,2,0,0,3,9,2460,1020,2015,0,98112,47.6356,-122.281,2620,4000,2015
14169,20140624T000000,329445,2,1.5,830,1119,2,0,0,3,7,830,0,2005,0,98144,47.5828,-122.314,1480,3622,2005
14170,20141015T000000,588000,5,3,3110,4464,2,0,0,3,8,3110,0,2007,0,98011,47.7719,-122.168,2450,4221,2007
14171,20141014T000000,591975,3,2.75,3230,5250,2,0,0,3,9,2680,550,2014,0,98065,47.5196,-121.878,2710,5250,2014
14172,20140708T000000,673000,3,2.75,2830,3496,2,0,0,3,8,2830,0,2012,0,98029,47.5606,-122.011,2160,3501,2012
14173,20141001T000000,500000,3,2.25,1530,1396,2,0,0,3,8,1240,290,2007,0,98107,47.666,-122.367,1690,2500,2007
14174,20140505T000000,890000,4,4.25,4420,5750,2,0,0,3,10,3410,1010,2006,0,98027,47.5404,-122.073,4420,5750,2006
14175,20150429T000000,437000,3,3,1460,1180,3,0,0,3,8,1460,0,2006,0,98117,47.6998,-122.367,1460,1224,2006
14176,20140905T000000,419700,3,2.25,1450,1486,2,0,0,3,8,1160,290,2006,0,98116,47.5694,-122.387,1370,1437,2006
14177,20140806T000000,342000,3,2,1640,4802,1,0,0,3,8,1640,0,2010,0,98038,47.3538,-122.021,1940,4802,2010
14178,20140626T000000,420000,3,1.75,1444,249126,1.5,0,0,3,7,1444,0,2008,0,98070,47.4104,-122.486,1760,224770,2008
14179,20140523T000000,580000,3,2.5,1620,1173,3,0,4,3,8,1470,150,2008,0,98103,47.6681,-122.355,1620,1505,2008
14180,20150327T000000,343000,2,1.5,1100,1228,2,0,0,3,7,900,200,2007,0,98118,47.5538,-122.282,1340,1380,2007
14181,20140811T000000,274000,3,1.5,1450,4694,2,0,0,3,7,1450,0,2011,0,98038,47.3654,-122.021,1870,4198,2011
14182,20150114T000000,700000,4,2.5,3040,7200,2,0,0,3,9,3040,0,2008,0,98177,47.7747,-122.366,2360,8245,2008
14183,20150416T000000,838000,4,2.5,2560,7210,2,0,0,3,9,2560,0,2006,0,98136,47.5535,-122.395,2160,10439,2006
14184,20140903T000000,467000,3,2.25,1420,990,3,0,0,3,8,1420,0,2008,0,98103,47.6801,-122.348,1350,1415,2008
14185,20150302T000000,395000,2,1,700,7457,1,0,0,3,6,700,0,1943,0,98108,47.5348,-122.295,1500,7130,1943
14186,20150106T000000,480000,5,2.75,2670,4780,2,0,0,3,8,2670,0,2013,0,98059,47.4866,-122.155,2560,5380,2013
